username,created_at,lng,lat,text,,,,,,
PurnimaChaubey2, Wed Jan 27 02:13:47 +0000 2021,82.969935,23.184836, @Krishna18376061 @TheDeepak2020In कही कुछ नहीं हो रहा है सिर्फ एड़ा बनना है हमलोगों को। ,,,,,,
AdiMauryavanshi, Wed Jan 27 02:13:48 +0000 2021,80.867555,27.139758, कानून से नाराजगी थी तो फिर ,राष्ट्र ध्वज को हटाकर देश  की भावनाओं से खिलवाड़ क्यों#देशद्रोहियों_के_ट्रैक्टर्स_जबत_करो # ,,,,,
shivare46619067, Wed Jan 27 02:13:49 +0000 2021,78.598259,17.365103, #VoteForYSRCP #VoteForFan ,,,,,,
Anirudh02907859, Wed Jan 27 02:13:50 +0000 2021,83.395746,21.86799, @RameshK56517257 🙏🙏 ,,,,,,
Ramnara16760062, Wed Jan 27 02:13:51 +0000 2021,85.811298,25.904119, @Mangal02051993 हरि ऊं तत् सत् ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:13:52 +0000 2021,72.874244,19.17414, @_Sameer_Khan__ Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
MadanSi60234669, Wed Jan 27 02:13:54 +0000 2021,79.41835,25.938902, शुभ🍁 प्रभात💐 ,,,,,,
propertiesindia, Wed Jan 27 02:13:54 +0000 2021,73.782248,18.7497, Factory Shed for Lease in #Chakan #Pune 84000 sq.ft Ready #IndustrialBuilding #ForRent #Commercial #Propertyhttps://t.co/imuVNYYP9o ,,,,,,
shibashankarku1, Wed Jan 27 02:13:56 +0000 2021,86.923848,21.519414, They are not Annadatas ,,,,,,
SSakthikailash, Wed Jan 27 02:13:57 +0000 2021,78.289703,10.81879, #SakthikailashWomensCollegedharmapuri #Innerwheelclubofsalem#Midtown#Besafe#QualityEducation#Highestplacement… https://t.co/kJXdjeysld ,,,,,,
DostiRathi, Wed Jan 27 02:13:58 +0000 2021,85.992672,23.766067, @Peachy___Tae Pisces ,,,,,,
Us3rchang3d, Wed Jan 27 02:14:00 +0000 2021,80.764654,7.878661, මේක තමා සිරාම කතාව...🤣😜 ,,,,,,
YadavJari, Wed Jan 27 02:14:00 +0000 2021,73.035886,19.09673, प्रयागराज के 264विधानसभा में आदरणीय-मा.श्री अजय भारती मुन्ना भइया जी के व्दारा किसान ट्रेक्टर रैली निकाली गई व तहसी… https://t.co/U2OY1M81Qc ,,,,,,
Anirudh02907859, Wed Jan 27 02:14:04 +0000 2021,83.395746,21.86799, @__Chandan_kumar 🙏🙏 ,,,,,,
JamsCivilian, Wed Jan 27 02:14:04 +0000 2021,78.289703,10.81879, @dinamalarweb அருமை அருமை #பாஜக #பாஜக_மக்களின்_கட்சி #Pondicherry  #BJP4India ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:14:05 +0000 2021,72.874244,19.17414, @naeem_sangam @im_0_o_ Walequmassalam 🌷 ,,,,,,
BIcYlNM7hmtJgVC, Wed Jan 27 02:14:06 +0000 2021,83.359951,26.74441, @sujitsingh__ मीडिया रिपोर्टर मोदी की दलाली कर था है किसानों के आंदोलन को बदनाम करने में मशगूल थे जिसने लाल किला पर… https://t.co/IHaRM5PRwj ,,,,,,
pritidevi_sp, Wed Jan 27 02:14:06 +0000 2021,80.867555,27.139758, स्टूडियो मे बैठे हुये क्या निष्पक्ष एंकर है ,,,,,,
BirenderKushwa5, Wed Jan 27 02:14:07 +0000 2021,77.184108,24.788227, @RadheRa000 Jay Shri Krishna suprabhat aapka Din Shubh Ho Jay Jay Shri Ram🙏 ,,,,,,
Rajeshshen, Wed Jan 27 02:14:07 +0000 2021,72.874244,19.17414, @artidesai555 I keep on screaming to world but my North Indian TL friends here still stuck on Delhi 🙄🙄🙄Not sure wh… https://t.co/D0MU2Nc7vH ,,,,,,
join_chandan, Wed Jan 27 02:14:07 +0000 2021,84.633668,19.206865, Hello @myntra I order some products on 23rd of Jan and during that time I got the estimated delivery date as 29 Jan… https://t.co/TsctijwCTp ,,,,,,
kuldeep_lalpur, Wed Jan 27 02:14:09 +0000 2021,73.87756,26.628415, @Komalmeena0403 Bilkul nahi hai inke sath hone se kya faida ye gunde hai kishan nahi https://t.co/Zq3xU83O9A ,,,,,,
ManiCharandhfRc, Wed Jan 27 02:14:10 +0000 2021,80.620488,16.610865, @Sreenu089 Nena Nenu Puli hora ekkda Kalipara 🤭🤭 ,,,,,,
CollectionsEsn, Wed Jan 27 02:14:11 +0000 2021,76.40706,10.7374, STANDARD DHAVANI SET NEW MODAL 4.00 MTR SHIKT 280 MTR SHALL MORE INFORMATION PLZ WHATSAPP 9747728367 @ Handloom… https://t.co/snHwco61FV ,,,,,,
EkMathai, Wed Jan 27 02:14:11 +0000 2021,77.558448,12.923115, @thompsonb2569 Amen ,,,,,,
vj_buddy, Wed Jan 27 02:14:12 +0000 2021,80.162177,12.93946, உள்ளூர் அரசியல் புளுத்தி தள்ளிய பிறகு, உலக அரசியலை புளுத்த வந்து விட்டார் ,,,,,
comradarjun, Wed Jan 27 02:14:12 +0000 2021,75.938863,11.335333, @Tinkerandthink Ah back to work ! 😁Field ഏതാ എന്ന് ചോദിക്കുന്നില്ല ഗൂഗിൾ എല്ലാം ചെയ്തു വായിച്ചു പഠിക്കേണ്ടി വരും ഞാൻ . ,,,,,,
sanjaygobind, Wed Jan 27 02:14:13 +0000 2021,72.874244,19.17414, #शुभ_प्रभात #जय_श्रीराम सनातन धर्म का महत्व ! https://t.co/VeDvrRHLd1 ,,,,,,
KSMB77, Wed Jan 27 02:14:13 +0000 2021,77.556422,13.075209, @Proud_SUDEEPian @SagarKCult @KicchaSudeep 😂😂#VikrantRonaOnBurjKhalifa #KicchaSudeep #Kotigobba3 @KicchaSudeep #VikrantRona #TST ,,,,,,
DrLubana, Wed Jan 27 02:14:13 +0000 2021,75.968184,22.671482, @IBS_Maastricht @my_ueg Congratulations 💐 ,,,,,,
prejain001, Wed Jan 27 02:14:15 +0000 2021,73.910077,18.508161, @INCIndia Kyu aa jaate ho tum log subah subah gaali sunane? ,,,,,,
ArvindK19145432, Wed Jan 27 02:14:15 +0000 2021,73.87756,26.628415, भक्तों द्वारा विरोध की गई वेब सीरीज आश्रम मे- धर्म का व्यवसाय, अंधभक्ति, जातीय भेदभाव, धर्म का राजनीतिकरण तथा वेब… https://t.co/TW1jC7d5Sy ,,,
Sohrab_baba, Wed Jan 27 02:14:15 +0000 2021,79.445563,25.064654, *संभाल* कर रखना ए *दिल्ली*... तेरी गोद में मेरे देश के *भगवान* आए हैं....*#FarmersProtest* #RepublicParade ,,,,,,
Chandan76071700, Wed Jan 27 02:14:16 +0000 2021,85.811298,25.904119, @PriynkaYadav9 युगों युगों तक तुम 30-02तक से ऐसे ही सुहागिन रहो ,,,,,,
VimalSh20158187, Wed Jan 27 02:14:17 +0000 2021,77.404476,23.272495, Mata Hari Devi ki Jaihttps://t.co/scjM73lAei ,,,,,,
Anirudh02907859, Wed Jan 27 02:14:18 +0000 2021,83.395746,21.86799, @sinha2300 ऊँ गण गण गणपतये नमः सुबह की राम राम जी भैया 🙏🙏 ,,,,,,
propertiesindia, Wed Jan 27 02:14:19 +0000 2021,73.78551,18.749619, Industrial Factory Shed available on LEASE in #Chakan #Pune, 17500 sq.ft #IndustrialBuilding #ForRent #Commercial… https://t.co/Wrx9LIB5hn ,,,,,
kishoreRaps, Wed Jan 27 02:14:21 +0000 2021,80.764796,15.893908, @BarcaWorldwide Dembele for sure ,,,,,,
KSMB77, Wed Jan 27 02:14:24 +0000 2021,77.556422,13.075209, @SagarKCult @Proud_SUDEEPian @KicchaSudeep 😂😂#VikrantRonaOnBurjKhalifa #KicchaSudeep #Kotigobba3 @KicchaSudeep #VikrantRona #TST ,,,,,,
sarveshdubey31, Wed Jan 27 02:14:24 +0000 2021,80.867555,27.139758, @ViCustomerCare it's been 12 days now since your network is down.@TRAI @DoT_India @rsprasad @OfficeOfRSP Please h… https://t.co/RK6bFickMd ,,,,,,
sidhnathprasa11, Wed Jan 27 02:14:25 +0000 2021,85.102038,25.569474, देश काआन्दोलनकारी किसान कोइतना छुट दे,  कि जनता को,पुलिसको देश की स्मिता,ईज्जत   मर्यादा,सम्मान,राष्ट्रीय सम्पति को… https://t.co/7xC6Czdduk ,
madhusudancho, Wed Jan 27 02:14:25 +0000 2021,82.321703,20.948127, #GodMorningWednesday हमारे देश का संविधान है जिसके आधार पर पूरा देश चलता है यदि हम कुछ गलती करते हैं तो संविधान के… https://t.co/C2iXefpYmm ,,,,,,
Ramnara16760062, Wed Jan 27 02:14:27 +0000 2021,85.811298,25.904119, @Akash11Vishnoi @Bhanwar88200727 ऊं नमः 🚩 शिवाय 🚩 ,,,,,,
ramachandran_AA, Wed Jan 27 02:14:28 +0000 2021,80.261806,13.024394, மறைந்த முதலமைச்சர் ஜெயலலிதாவின் நினைவிடம் இன்று பொது மக்கள் பார்வைக்கு திறக்கப்படுகிறது. காந்தி சிலை முதல் போர் நி… https://t.co/UpoPjVBncn ,,,,,,
SssPpp39864308, Wed Jan 27 02:14:31 +0000 2021,83.977994,18.436571, https://t.co/aOOoJ8YuaW ,,,,,,
vinchristo, Wed Jan 27 02:14:31 +0000 2021,76.879092,11.022624, @poli_kaalai இந்நேரம் இருந்தா குழந்தை பெத்து இருப்பாங்கள அதையும் சேத்து சொல்றான் ,,,,,,
SarguruL, Wed Jan 27 02:14:31 +0000 2021,85.160132,25.541325, 🌅 #GodMorningWednesdayकबीर,स्वांस उस्वांस में नाम जपो, व्यर्था स्वांस मत खो।ना जाने इस स्वांस को, आवन हो कि न… https://t.co/a9n3aksdCi ,,,
MadanSi60234669, Wed Jan 27 02:14:32 +0000 2021,79.41835,25.938902, दलाल मीडिया मुर्दाबाद ,,,,,,
CollectionsEsn, Wed Jan 27 02:14:32 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/f2HoGfZPDL ,,,,,,
RohitGu02970631, Wed Jan 27 02:14:35 +0000 2021,79.153769,25.994759, @pankajjha_ ये कोई नहीं दिखाता ,,,,,,
sushilkkhadka1, Wed Jan 27 02:14:38 +0000 2021,84.13302,28.39085, Good morning have lovely day 🙏💐 jayahos ,,,,,,
Anirudh02907859, Wed Jan 27 02:14:40 +0000 2021,83.395746,21.86799, @singh2000r ऊँ गण गण गणपतये नमः सुबह की राम राम जी भैया 🙏🙏 ,,,,,,
